personid,gendername,racename,statename,incomebracket,lifeexp,year
7192,Male,White,Montana,75001andmore,77,2009
7193,Male,White,Montana,75001andmore,77,2010
7194,Male,White,Montana,75001andmore,77,2011
7195,Male,White,Montana,75001andmore,77,2012
7196,Male,White,Montana,75001andmore,77,2013
7197,Male,White,Montana,75001andmore,77,2014
7198,Male,White,Montana,75001andmore,77,2015
7199,Male,White,Montana,75001andmore,77,2016
7200,Male,White,Montana,75001andmore,77,2017
7201,Male,White,Nebraska,1to25000,76,2008
7202,Male,White,Nebraska,1to25000,76,2009
7203,Male,White,Nebraska,1to25000,76,2010
7204,Male,White,Nebraska,1to25000,76,2011
7205,Male,White,Nebraska,1to25000,76,2012
7206,Male,White,Nebraska,1to25000,76,2013
7207,Male,White,Nebraska,1to25000,76,2014
7208,Male,White,Nebraska,1to25000,76,2015
7209,Male,White,Nebraska,1to25000,76,2016
7210,Male,White,Nebraska,1to25000,76,2017
7211,Male,White,Nebraska,25000to50000,77,2008
7212,Male,White,Nebraska,25000to50000,77,2009
7213,Male,White,Nebraska,25000to50000,77,2010
7214,Male,White,Nebraska,25000to50000,77,2011
7215,Male,White,Nebraska,25000to50000,77,2012
7216,Male,White,Nebraska,25000to50000,77,2013
7217,Male,White,Nebraska,25000to50000,77,2014
7218,Male,White,Nebraska,25000to50000,77,2015
7219,Male,White,Nebraska,25000to50000,77,2016
7220,Male,White,Nebraska,25000to50000,77,2017
7221,Male,White,Nebraska,50001to75000,77,2008
7222,Male,White,Nebraska,50001to75000,77,2009
7223,Male,White,Nebraska,50001to75000,77,2010
7224,Male,White,Nebraska,50001to75000,77,2011
7225,Male,White,Nebraska,50001to75000,77,2012
7226,Male,White,Nebraska,50001to75000,77,2013
7227,Male,White,Nebraska,50001to75000,77,2014
7228,Male,White,Nebraska,50001to75000,77,2015
7229,Male,White,Nebraska,50001to75000,77,2016
7230,Male,White,Nebraska,50001to75000,77,2017
7231,Male,White,Nebraska,75001andmore,79,2008
7232,Male,White,Nebraska,75001andmore,79,2009
7233,Male,White,Nebraska,75001andmore,79,2010
7234,Male,White,Nebraska,75001andmore,79,2011
7235,Male,White,Nebraska,75001andmore,79,2012
7236,Male,White,Nebraska,75001andmore,79,2013
7237,Male,White,Nebraska,75001andmore,79,2014
7238,Male,White,Nebraska,75001andmore,79,2015
7239,Male,White,Nebraska,75001andmore,79,2016
7240,Male,White,Nebraska,75001andmore,79,2017
7241,Male,White,Nevada,1to25000,74,2008
7242,Male,White,Nevada,1to25000,74,2009
7243,Male,White,Nevada,1to25000,74,2010
7244,Male,White,Nevada,1to25000,74,2011
7245,Male,White,Nevada,1to25000,74,2012
7246,Male,White,Nevada,1to25000,74,2013
7247,Male,White,Nevada,1to25000,74,2014
7248,Male,White,Nevada,1to25000,74,2015
7249,Male,White,Nevada,1to25000,74,2016
7250,Male,White,Nevada,1to25000,74,2017
7251,Male,White,Nevada,25000to50000,75,2008
7252,Male,White,Nevada,25000to50000,75,2009
7253,Male,White,Nevada,25000to50000,75,2010
7254,Male,White,Nevada,25000to50000,75,2011
7255,Male,White,Nevada,25000to50000,75,2012
7256,Male,White,Nevada,25000to50000,75,2013
7257,Male,White,Nevada,25000to50000,75,2014
7258,Male,White,Nevada,25000to50000,75,2015
7259,Male,White,Nevada,25000to50000,75,2016
7260,Male,White,Nevada,25000to50000,75,2017
7261,Male,White,Nevada,50001to75000,75,2008
7262,Male,White,Nevada,50001to75000,75,2009
7263,Male,White,Nevada,50001to75000,75,2010
7264,Male,White,Nevada,50001to75000,75,2011
7265,Male,White,Nevada,50001to75000,75,2012
7266,Male,White,Nevada,50001to75000,75,2013
7267,Male,White,Nevada,50001to75000,75,2014
7268,Male,White,Nevada,50001to75000,75,2015
7269,Male,White,Nevada,50001to75000,75,2016
7270,Male,White,Nevada,50001to75000,75,2017
7271,Male,White,Nevada,75001andmore,77,2008
7272,Male,White,Nevada,75001andmore,77,2009
7273,Male,White,Nevada,75001andmore,77,2010
7274,Male,White,Nevada,75001andmore,77,2011
7275,Male,White,Nevada,75001andmore,77,2012
7276,Male,White,Nevada,75001andmore,77,2013
7277,Male,White,Nevada,75001andmore,77,2014
7278,Male,White,Nevada,75001andmore,77,2015
7279,Male,White,Nevada,75001andmore,77,2016
7280,Male,White,Nevada,75001andmore,77,2017
7281,Male,White,"New Hampshire",1to25000,75,2008
7282,Male,White,"New Hampshire",1to25000,75,2009
7283,Male,White,"New Hampshire",1to25000,75,2010
7284,Male,White,"New Hampshire",1to25000,75,2011
7285,Male,White,"New Hampshire",1to25000,75,2012
7286,Male,White,"New Hampshire",1to25000,75,2013
7287,Male,White,"New Hampshire",1to25000,75,2014
7288,Male,White,"New Hampshire",1to25000,75,2015
7289,Male,White,"New Hampshire",1to25000,75,2016
7290,Male,White,"New Hampshire",1to25000,75,2017
7291,Male,White,"New Hampshire",25000to50000,77,2008
7292,Male,White,"New Hampshire",25000to50000,77,2009
7293,Male,White,"New Hampshire",25000to50000,77,2010
7294,Male,White,"New Hampshire",25000to50000,77,2011
7295,Male,White,"New Hampshire",25000to50000,77,2012
7296,Male,White,"New Hampshire",25000to50000,77,2013
7297,Male,White,"New Hampshire",25000to50000,77,2014
7298,Male,White,"New Hampshire",25000to50000,77,2015
7299,Male,White,"New Hampshire",25000to50000,77,2016
7300,Male,White,"New Hampshire",25000to50000,77,2017
7301,Male,White,"New Hampshire",50001to75000,77,2008
7302,Male,White,"New Hampshire",50001to75000,77,2009
7303,Male,White,"New Hampshire",50001to75000,77,2010
7304,Male,White,"New Hampshire",50001to75000,77,2011
7305,Male,White,"New Hampshire",50001to75000,77,2012
7306,Male,White,"New Hampshire",50001to75000,77,2013
7307,Male,White,"New Hampshire",50001to75000,77,2014
7308,Male,White,"New Hampshire",50001to75000,77,2015
7309,Male,White,"New Hampshire",50001to75000,77,2016
7310,Male,White,"New Hampshire",50001to75000,77,2017
7311,Male,White,"New Hampshire",75001andmore,78,2008
7312,Male,White,"New Hampshire",75001andmore,78,2009
7313,Male,White,"New Hampshire",75001andmore,78,2010
7314,Male,White,"New Hampshire",75001andmore,78,2011
7315,Male,White,"New Hampshire",75001andmore,78,2012
7316,Male,White,"New Hampshire",75001andmore,78,2013
7317,Male,White,"New Hampshire",75001andmore,78,2014
7318,Male,White,"New Hampshire",75001andmore,78,2015
7319,Male,White,"New Hampshire",75001andmore,78,2016
7320,Male,White,"New Hampshire",75001andmore,78,2017
7321,Male,White,"New Jersey",1to25000,74,2008
7322,Male,White,"New Jersey",1to25000,74,2009
7323,Male,White,"New Jersey",1to25000,74,2010
7324,Male,White,"New Jersey",1to25000,74,2011
7325,Male,White,"New Jersey",1to25000,74,2012
7326,Male,White,"New Jersey",1to25000,74,2013
7327,Male,White,"New Jersey",1to25000,74,2014
7328,Male,White,"New Jersey",1to25000,74,2015
7329,Male,White,"New Jersey",1to25000,74,2016
7330,Male,White,"New Jersey",1to25000,74,2017
7331,Male,White,"New Jersey",25000to50000,75,2008
7332,Male,White,"New Jersey",25000to50000,75,2009
7333,Male,White,"New Jersey",25000to50000,75,2010
7334,Male,White,"New Jersey",25000to50000,75,2011
7335,Male,White,"New Jersey",25000to50000,75,2012
7336,Male,White,"New Jersey",25000to50000,75,2013
7337,Male,White,"New Jersey",25000to50000,75,2014
7338,Male,White,"New Jersey",25000to50000,75,2015
7339,Male,White,"New Jersey",25000to50000,75,2016
7340,Male,White,"New Jersey",25000to50000,75,2017
7341,Male,White,"New Jersey",50001to75000,76,2008
7342,Male,White,"New Jersey",50001to75000,76,2009
7343,Male,White,"New Jersey",50001to75000,76,2010
7344,Male,White,"New Jersey",50001to75000,76,2011
7345,Male,White,"New Jersey",50001to75000,76,2012
7346,Male,White,"New Jersey",50001to75000,76,2013
7347,Male,White,"New Jersey",50001to75000,76,2014
7348,Male,White,"New Jersey",50001to75000,76,2015
7349,Male,White,"New Jersey",50001to75000,76,2016
7350,Male,White,"New Jersey",50001to75000,76,2017
7351,Male,White,"New Jersey",75001andmore,77,2008
7352,Male,White,"New Jersey",75001andmore,77,2009
7353,Male,White,"New Jersey",75001andmore,77,2010
7354,Male,White,"New Jersey",75001andmore,77,2011
7355,Male,White,"New Jersey",75001andmore,77,2012
7356,Male,White,"New Jersey",75001andmore,77,2013
7357,Male,White,"New Jersey",75001andmore,77,2014
7358,Male,White,"New Jersey",75001andmore,77,2015
7359,Male,White,"New Jersey",75001andmore,77,2016
7360,Male,White,"New Jersey",75001andmore,77,2017
7361,Male,White,"New Mexico",1to25000,75,2008
7362,Male,White,"New Mexico",1to25000,75,2009
7363,Male,White,"New Mexico",1to25000,75,2010
7364,Male,White,"New Mexico",1to25000,75,2011
7365,Male,White,"New Mexico",1to25000,75,2012
7366,Male,White,"New Mexico",1to25000,75,2013
7367,Male,White,"New Mexico",1to25000,75,2014
7368,Male,White,"New Mexico",1to25000,75,2015
7369,Male,White,"New Mexico",1to25000,75,2016
7370,Male,White,"New Mexico",1to25000,75,2017
7371,Male,White,"New Mexico",25000to50000,76,2008
7372,Male,White,"New Mexico",25000to50000,76,2009
7373,Male,White,"New Mexico",25000to50000,76,2010
7374,Male,White,"New Mexico",25000to50000,76,2011
7375,Male,White,"New Mexico",25000to50000,76,2012
7376,Male,White,"New Mexico",25000to50000,76,2013
7377,Male,White,"New Mexico",25000to50000,76,2014
7378,Male,White,"New Mexico",25000to50000,76,2015
7379,Male,White,"New Mexico",25000to50000,76,2016
7380,Male,White,"New Mexico",25000to50000,76,2017
7381,Male,White,"New Mexico",50001to75000,77,2008
7382,Male,White,"New Mexico",50001to75000,77,2009
7383,Male,White,"New Mexico",50001to75000,77,2010
7384,Male,White,"New Mexico",50001to75000,77,2011
7385,Male,White,"New Mexico",50001to75000,77,2012
7386,Male,White,"New Mexico",50001to75000,77,2013
7387,Male,White,"New Mexico",50001to75000,77,2014
7388,Male,White,"New Mexico",50001to75000,77,2015
7389,Male,White,"New Mexico",50001to75000,77,2016
7390,Male,White,"New Mexico",50001to75000,77,2017
7391,Male,White,"New Mexico",75001andmore,78,2008
7392,Male,White,"New Mexico",75001andmore,78,2009
7393,Male,White,"New Mexico",75001andmore,78,2010
7394,Male,White,"New Mexico",75001andmore,78,2011
7395,Male,White,"New Mexico",75001andmore,78,2012
7396,Male,White,"New Mexico",75001andmore,78,2013
7397,Male,White,"New Mexico",75001andmore,78,2014
7398,Male,White,"New Mexico",75001andmore,78,2015
7399,Male,White,"New Mexico",75001andmore,78,2016
7400,Male,White,"New Mexico",75001andmore,78,2017
7401,Male,White,"New York",1to25000,74,2008
7402,Male,White,"New York",1to25000,74,2009
7403,Male,White,"New York",1to25000,74,2010
7404,Male,White,"New York",1to25000,74,2011
7405,Male,White,"New York",1to25000,74,2012
7406,Male,White,"New York",1to25000,74,2013
7407,Male,White,"New York",1to25000,74,2014
7408,Male,White,"New York",1to25000,74,2015
7409,Male,White,"New York",1to25000,74,2016
7410,Male,White,"New York",1to25000,74,2017
7411,Male,White,"New York",25000to50000,75,2008
7412,Male,White,"New York",25000to50000,75,2009
7413,Male,White,"New York",25000to50000,75,2010
7414,Male,White,"New York",25000to50000,75,2011
7415,Male,White,"New York",25000to50000,75,2012
7416,Male,White,"New York",25000to50000,75,2013
7417,Male,White,"New York",25000to50000,75,2014
7418,Male,White,"New York",25000to50000,75,2015
7419,Male,White,"New York",25000to50000,75,2016
7420,Male,White,"New York",25000to50000,75,2017
7421,Male,White,"New York",50001to75000,76,2008
7422,Male,White,"New York",50001to75000,76,2009
7423,Male,White,"New York",50001to75000,76,2010
7424,Male,White,"New York",50001to75000,76,2011
7425,Male,White,"New York",50001to75000,76,2012
7426,Male,White,"New York",50001to75000,76,2013
7427,Male,White,"New York",50001to75000,76,2014
7428,Male,White,"New York",50001to75000,76,2015
7429,Male,White,"New York",50001to75000,76,2016
7430,Male,White,"New York",50001to75000,76,2017
7431,Male,White,"New York",75001andmore,77,2008
7432,Male,White,"New York",75001andmore,77,2009
7433,Male,White,"New York",75001andmore,77,2010
7434,Male,White,"New York",75001andmore,77,2011
7435,Male,White,"New York",75001andmore,77,2012
7436,Male,White,"New York",75001andmore,77,2013
7437,Male,White,"New York",75001andmore,77,2014
7438,Male,White,"New York",75001andmore,77,2015
7439,Male,White,"New York",75001andmore,77,2016
7440,Male,White,"New York",75001andmore,77,2017
7441,Male,White,"North Carolina",1to25000,74,2008
7442,Male,White,"North Carolina",1to25000,74,2009
7443,Male,White,"North Carolina",1to25000,74,2010
7444,Male,White,"North Carolina",1to25000,74,2011
7445,Male,White,"North Carolina",1to25000,74,2012
7446,Male,White,"North Carolina",1to25000,74,2013
7447,Male,White,"North Carolina",1to25000,74,2014
7448,Male,White,"North Carolina",1to25000,74,2015
7449,Male,White,"North Carolina",1to25000,74,2016
7450,Male,White,"North Carolina",1to25000,74,2017
7451,Male,White,"North Carolina",25000to50000,75,2008
7452,Male,White,"North Carolina",25000to50000,75,2009
7453,Male,White,"North Carolina",25000to50000,75,2010
7454,Male,White,"North Carolina",25000to50000,75,2011
7455,Male,White,"North Carolina",25000to50000,75,2012
7456,Male,White,"North Carolina",25000to50000,75,2013
7457,Male,White,"North Carolina",25000to50000,75,2014
7458,Male,White,"North Carolina",25000to50000,75,2015
7459,Male,White,"North Carolina",25000to50000,75,2016
7460,Male,White,"North Carolina",25000to50000,75,2017
7461,Male,White,"North Carolina",50001to75000,76,2008
7462,Male,White,"North Carolina",50001to75000,76,2009
7463,Male,White,"North Carolina",50001to75000,76,2010
7464,Male,White,"North Carolina",50001to75000,76,2011
7465,Male,White,"North Carolina",50001to75000,76,2012
7466,Male,White,"North Carolina",50001to75000,76,2013
7467,Male,White,"North Carolina",50001to75000,76,2014
7468,Male,White,"North Carolina",50001to75000,76,2015
7469,Male,White,"North Carolina",50001to75000,76,2016
7470,Male,White,"North Carolina",50001to75000,76,2017
7471,Male,White,"North Carolina",75001andmore,77,2008
7472,Male,White,"North Carolina",75001andmore,77,2009
7473,Male,White,"North Carolina",75001andmore,77,2010
7474,Male,White,"North Carolina",75001andmore,77,2011
7475,Male,White,"North Carolina",75001andmore,77,2012
7476,Male,White,"North Carolina",75001andmore,77,2013
7477,Male,White,"North Carolina",75001andmore,77,2014
7478,Male,White,"North Carolina",75001andmore,77,2015
7479,Male,White,"North Carolina",75001andmore,77,2016
7480,Male,White,"North Carolina",75001andmore,77,2017
7481,Male,White,"North Dakota",1to25000,77,2008
7482,Male,White,"North Dakota",1to25000,77,2009
7483,Male,White,"North Dakota",1to25000,77,2010
7484,Male,White,"North Dakota",1to25000,77,2011
7485,Male,White,"North Dakota",1to25000,77,2012
7486,Male,White,"North Dakota",1to25000,77,2013
7487,Male,White,"North Dakota",1to25000,77,2014
7488,Male,White,"North Dakota",1to25000,77,2015
7489,Male,White,"North Dakota",1to25000,77,2016
7490,Male,White,"North Dakota",1to25000,77,2017
7491,Male,White,"North Dakota",25000to50000,76,2008
7492,Male,White,"North Dakota",25000to50000,76,2009
7493,Male,White,"North Dakota",25000to50000,76,2010
7494,Male,White,"North Dakota",25000to50000,76,2011
7495,Male,White,"North Dakota",25000to50000,76,2012
7496,Male,White,"North Dakota",25000to50000,76,2013
7497,Male,White,"North Dakota",25000to50000,76,2014
7498,Male,White,"North Dakota",25000to50000,76,2015
7499,Male,White,"North Dakota",25000to50000,76,2016
7500,Male,White,"North Dakota",25000to50000,76,2017
7501,Male,White,"North Dakota",50001to75000,76,2008
7502,Male,White,"North Dakota",50001to75000,76,2009
7503,Male,White,"North Dakota",50001to75000,76,2010
7504,Male,White,"North Dakota",50001to75000,76,2011
7505,Male,White,"North Dakota",50001to75000,76,2012
7506,Male,White,"North Dakota",50001to75000,76,2013
7507,Male,White,"North Dakota",50001to75000,76,2014
7508,Male,White,"North Dakota",50001to75000,76,2015
7509,Male,White,"North Dakota",50001to75000,76,2016
7510,Male,White,"North Dakota",50001to75000,76,2017
7511,Male,White,"North Dakota",75001andmore,79,2008
7512,Male,White,"North Dakota",75001andmore,79,2009
7513,Male,White,"North Dakota",75001andmore,79,2010
7514,Male,White,"North Dakota",75001andmore,79,2011
7515,Male,White,"North Dakota",75001andmore,79,2012
7516,Male,White,"North Dakota",75001andmore,79,2013
7517,Male,White,"North Dakota",75001andmore,79,2014
7518,Male,White,"North Dakota",75001andmore,79,2015
7519,Male,White,"North Dakota",75001andmore,79,2016
7520,Male,White,"North Dakota",75001andmore,79,2017
7521,Male,White,Ohio,1to25000,74,2008
7522,Male,White,Ohio,1to25000,74,2009
7523,Male,White,Ohio,1to25000,74,2010
7524,Male,White,Ohio,1to25000,74,2011
7525,Male,White,Ohio,1to25000,74,2012
7526,Male,White,Ohio,1to25000,74,2013
7527,Male,White,Ohio,1to25000,74,2014
7528,Male,White,Ohio,1to25000,74,2015
7529,Male,White,Ohio,1to25000,74,2016
7530,Male,White,Ohio,1to25000,74,2017
7531,Male,White,Ohio,25000to50000,76,2008
7532,Male,White,Ohio,25000to50000,76,2009
7533,Male,White,Ohio,25000to50000,76,2010
7534,Male,White,Ohio,25000to50000,76,2011
7535,Male,White,Ohio,25000to50000,76,2012
7536,Male,White,Ohio,25000to50000,76,2013
7537,Male,White,Ohio,25000to50000,76,2014
7538,Male,White,Ohio,25000to50000,76,2015
7539,Male,White,Ohio,25000to50000,76,2016
7540,Male,White,Ohio,25000to50000,76,2017
7541,Male,White,Ohio,50001to75000,77,2008
7542,Male,White,Ohio,50001to75000,77,2009
7543,Male,White,Ohio,50001to75000,77,2010
7544,Male,White,Ohio,50001to75000,77,2011
7545,Male,White,Ohio,50001to75000,77,2012
7546,Male,White,Ohio,50001to75000,77,2013
7547,Male,White,Ohio,50001to75000,77,2014
7548,Male,White,Ohio,50001to75000,77,2015
7549,Male,White,Ohio,50001to75000,77,2016
7550,Male,White,Ohio,50001to75000,77,2017
7551,Male,White,Ohio,75001andmore,77,2008
7552,Male,White,Ohio,75001andmore,77,2009
7553,Male,White,Ohio,75001andmore,77,2010
7554,Male,White,Ohio,75001andmore,77,2011
7555,Male,White,Ohio,75001andmore,77,2012
7556,Male,White,Ohio,75001andmore,77,2013
7557,Male,White,Ohio,75001andmore,77,2014
7558,Male,White,Ohio,75001andmore,77,2015
7559,Male,White,Ohio,75001andmore,77,2016
7560,Male,White,Ohio,75001andmore,77,2017
7561,Male,White,Oklahoma,1to25000,73,2008
7562,Male,White,Oklahoma,1to25000,73,2009
7563,Male,White,Oklahoma,1to25000,73,2010
7564,Male,White,Oklahoma,1to25000,73,2011
7565,Male,White,Oklahoma,1to25000,73,2012
7566,Male,White,Oklahoma,1to25000,73,2013
7567,Male,White,Oklahoma,1to25000,73,2014
7568,Male,White,Oklahoma,1to25000,73,2015
7569,Male,White,Oklahoma,1to25000,73,2016
7570,Male,White,Oklahoma,1to25000,73,2017
7571,Male,White,Oklahoma,25000to50000,75,2008
7572,Male,White,Oklahoma,25000to50000,75,2009
7573,Male,White,Oklahoma,25000to50000,75,2010
7574,Male,White,Oklahoma,25000to50000,75,2011
7575,Male,White,Oklahoma,25000to50000,75,2012
7576,Male,White,Oklahoma,25000to50000,75,2013
7577,Male,White,Oklahoma,25000to50000,75,2014
7578,Male,White,Oklahoma,25000to50000,75,2015
7579,Male,White,Oklahoma,25000to50000,75,2016
7580,Male,White,Oklahoma,25000to50000,75,2017
7581,Male,White,Oklahoma,50001to75000,76,2008
7582,Male,White,Oklahoma,50001to75000,76,2009
7583,Male,White,Oklahoma,50001to75000,76,2010
7584,Male,White,Oklahoma,50001to75000,76,2011
7585,Male,White,Oklahoma,50001to75000,76,2012
7586,Male,White,Oklahoma,50001to75000,76,2013
7587,Male,White,Oklahoma,50001to75000,76,2014
7588,Male,White,Oklahoma,50001to75000,76,2015
7589,Male,White,Oklahoma,50001to75000,76,2016
7590,Male,White,Oklahoma,50001to75000,76,2017
7591,Male,White,Oklahoma,75001andmore,76,2008
7592,Male,White,Oklahoma,75001andmore,76,2009
7593,Male,White,Oklahoma,75001andmore,76,2010
7594,Male,White,Oklahoma,75001andmore,76,2011
7595,Male,White,Oklahoma,75001andmore,76,2012
7596,Male,White,Oklahoma,75001andmore,76,2013
7597,Male,White,Oklahoma,75001andmore,76,2014
7598,Male,White,Oklahoma,75001andmore,76,2015
7599,Male,White,Oklahoma,75001andmore,76,2016
7600,Male,White,Oklahoma,75001andmore,76,2017
7601,Male,White,Oregon,1to25000,75,2008
7602,Male,White,Oregon,1to25000,75,2009
7603,Male,White,Oregon,1to25000,75,2010
7604,Male,White,Oregon,1to25000,75,2011
7605,Male,White,Oregon,1to25000,75,2012
7606,Male,White,Oregon,1to25000,75,2013
7607,Male,White,Oregon,1to25000,75,2014
7608,Male,White,Oregon,1to25000,75,2015
7609,Male,White,Oregon,1to25000,75,2016
7610,Male,White,Oregon,1to25000,75,2017
7611,Male,White,Oregon,25000to50000,77,2008
7612,Male,White,Oregon,25000to50000,77,2009
7613,Male,White,Oregon,25000to50000,77,2010
7614,Male,White,Oregon,25000to50000,77,2011
7615,Male,White,Oregon,25000to50000,77,2012
7616,Male,White,Oregon,25000to50000,77,2013
7617,Male,White,Oregon,25000to50000,77,2014
7618,Male,White,Oregon,25000to50000,77,2015
7619,Male,White,Oregon,25000to50000,77,2016
7620,Male,White,Oregon,25000to50000,77,2017
7621,Male,White,Oregon,50001to75000,77,2008
7622,Male,White,Oregon,50001to75000,77,2009
7623,Male,White,Oregon,50001to75000,77,2010
7624,Male,White,Oregon,50001to75000,77,2011
7625,Male,White,Oregon,50001to75000,77,2012
7626,Male,White,Oregon,50001to75000,77,2013
7627,Male,White,Oregon,50001to75000,77,2014
7628,Male,White,Oregon,50001to75000,77,2015
7629,Male,White,Oregon,50001to75000,77,2016
7630,Male,White,Oregon,50001to75000,77,2017
7631,Male,White,Oregon,75001andmore,78,2008
7632,Male,White,Oregon,75001andmore,78,2009
7633,Male,White,Oregon,75001andmore,78,2010
7634,Male,White,Oregon,75001andmore,78,2011
7635,Male,White,Oregon,75001andmore,78,2012
7636,Male,White,Oregon,75001andmore,78,2013
7637,Male,White,Oregon,75001andmore,78,2014
7638,Male,White,Oregon,75001andmore,78,2015
7639,Male,White,Oregon,75001andmore,78,2016
7640,Male,White,Oregon,75001andmore,78,2017
7641,Male,White,Pennsylvania,1to25000,74,2008
7642,Male,White,Pennsylvania,1to25000,74,2009
7643,Male,White,Pennsylvania,1to25000,74,2010
7644,Male,White,Pennsylvania,1to25000,74,2011
7645,Male,White,Pennsylvania,1to25000,74,2012
7646,Male,White,Pennsylvania,1to25000,74,2013
7647,Male,White,Pennsylvania,1to25000,74,2014
7648,Male,White,Pennsylvania,1to25000,74,2015
7649,Male,White,Pennsylvania,1to25000,74,2016
7650,Male,White,Pennsylvania,1to25000,74,2017
7651,Male,White,Pennsylvania,25000to50000,75,2008
7652,Male,White,Pennsylvania,25000to50000,75,2009
7653,Male,White,Pennsylvania,25000to50000,75,2010
7654,Male,White,Pennsylvania,25000to50000,75,2011
7655,Male,White,Pennsylvania,25000to50000,75,2012
7656,Male,White,Pennsylvania,25000to50000,75,2013
7657,Male,White,Pennsylvania,25000to50000,75,2014
7658,Male,White,Pennsylvania,25000to50000,75,2015
7659,Male,White,Pennsylvania,25000to50000,75,2016
7660,Male,White,Pennsylvania,25000to50000,75,2017
7661,Male,White,Pennsylvania,50001to75000,76,2008
7662,Male,White,Pennsylvania,50001to75000,76,2009
7663,Male,White,Pennsylvania,50001to75000,76,2010
7664,Male,White,Pennsylvania,50001to75000,76,2011
7665,Male,White,Pennsylvania,50001to75000,76,2012
7666,Male,White,Pennsylvania,50001to75000,76,2013
7667,Male,White,Pennsylvania,50001to75000,76,2014
7668,Male,White,Pennsylvania,50001to75000,76,2015
7669,Male,White,Pennsylvania,50001to75000,76,2016
7670,Male,White,Pennsylvania,50001to75000,76,2017
7671,Male,White,Pennsylvania,75001andmore,77,2008
7672,Male,White,Pennsylvania,75001andmore,77,2009
7673,Male,White,Pennsylvania,75001andmore,77,2010
7674,Male,White,Pennsylvania,75001andmore,77,2011
7675,Male,White,Pennsylvania,75001andmore,77,2012
7676,Male,White,Pennsylvania,75001andmore,77,2013
7677,Male,White,Pennsylvania,75001andmore,77,2014
7678,Male,White,Pennsylvania,75001andmore,77,2015
7679,Male,White,Pennsylvania,75001andmore,77,2016
7680,Male,White,Pennsylvania,75001andmore,77,2017
7681,Male,White,"Rhode Island",1to25000,75,2008
7682,Male,White,"Rhode Island",1to25000,75,2009
7683,Male,White,"Rhode Island",1to25000,75,2010
7684,Male,White,"Rhode Island",1to25000,75,2011
7685,Male,White,"Rhode Island",1to25000,75,2012
7686,Male,White,"Rhode Island",1to25000,75,2013
7687,Male,White,"Rhode Island",1to25000,75,2014
7688,Male,White,"Rhode Island",1to25000,75,2015
7689,Male,White,"Rhode Island",1to25000,75,2016
7690,Male,White,"Rhode Island",1to25000,75,2017
7691,Male,White,"Rhode Island",25000to50000,77,2008
7692,Male,White,"Rhode Island",25000to50000,77,2009
7693,Male,White,"Rhode Island",25000to50000,77,2010
7694,Male,White,"Rhode Island",25000to50000,77,2011
7695,Male,White,"Rhode Island",25000to50000,77,2012
7696,Male,White,"Rhode Island",25000to50000,77,2013
7697,Male,White,"Rhode Island",25000to50000,77,2014
7698,Male,White,"Rhode Island",25000to50000,77,2015
7699,Male,White,"Rhode Island",25000to50000,77,2016
7700,Male,White,"Rhode Island",25000to50000,77,2017
7701,Male,White,"Rhode Island",50001to75000,77,2008
7702,Male,White,"Rhode Island",50001to75000,77,2009
7703,Male,White,"Rhode Island",50001to75000,77,2010
7704,Male,White,"Rhode Island",50001to75000,77,2011
7705,Male,White,"Rhode Island",50001to75000,77,2012
7706,Male,White,"Rhode Island",50001to75000,77,2013
7707,Male,White,"Rhode Island",50001to75000,77,2014
7708,Male,White,"Rhode Island",50001to75000,77,2015
7709,Male,White,"Rhode Island",50001to75000,77,2016
7710,Male,White,"Rhode Island",50001to75000,77,2017
7711,Male,White,"Rhode Island",75001andmore,76,2008
7712,Male,White,"Rhode Island",75001andmore,76,2009
7713,Male,White,"Rhode Island",75001andmore,76,2010
7714,Male,White,"Rhode Island",75001andmore,76,2011
7715,Male,White,"Rhode Island",75001andmore,76,2012
7716,Male,White,"Rhode Island",75001andmore,76,2013
7717,Male,White,"Rhode Island",75001andmore,76,2014
7718,Male,White,"Rhode Island",75001andmore,76,2015
7719,Male,White,"Rhode Island",75001andmore,76,2016
7720,Male,White,"Rhode Island",75001andmore,76,2017
7721,Male,White,"South Carolina",1to25000,73,2008
7722,Male,White,"South Carolina",1to25000,73,2009
7723,Male,White,"South Carolina",1to25000,73,2010
7724,Male,White,"South Carolina",1to25000,73,2011
7725,Male,White,"South Carolina",1to25000,73,2012
7726,Male,White,"South Carolina",1to25000,73,2013
7727,Male,White,"South Carolina",1to25000,73,2014
7728,Male,White,"South Carolina",1to25000,73,2015
7729,Male,White,"South Carolina",1to25000,73,2016
7730,Male,White,"South Carolina",1to25000,73,2017
7731,Male,White,"South Carolina",25000to50000,74,2008
7732,Male,White,"South Carolina",25000to50000,74,2009
7733,Male,White,"South Carolina",25000to50000,74,2010
7734,Male,White,"South Carolina",25000to50000,74,2011
7735,Male,White,"South Carolina",25000to50000,74,2012
7736,Male,White,"South Carolina",25000to50000,74,2013
7737,Male,White,"South Carolina",25000to50000,74,2014
7738,Male,White,"South Carolina",25000to50000,74,2015
7739,Male,White,"South Carolina",25000to50000,74,2016
7740,Male,White,"South Carolina",25000to50000,74,2017
7741,Male,White,"South Carolina",50001to75000,75,2008
7742,Male,White,"South Carolina",50001to75000,75,2009
7743,Male,White,"South Carolina",50001to75000,75,2010
7744,Male,White,"South Carolina",50001to75000,75,2011
7745,Male,White,"South Carolina",50001to75000,75,2012
